Si,Fe,Cu,Mg,Zn,Ti,Zr,Sc,Mn,Al,SHT_Temperature,SHT_Time,Aging_temperature,Aging_Time,Process,Valence_electrons,Period ,Melting_temperature,Atomic_mass,Heat_of_vaporization,Group,Heat_of_fusion,Electron_negativety,Electron_affinity,Density,Boiling_temperature,Atomic_radius,Atomic_number,Young_modulus,Shear_modulus,Bulk_modulus,Covalent_radius,Poisson_ratio,Mendeleev_number,atomic_volume,Electronegativity_allred,Electronegativity_pauling,Space_group,Work_function,First_ionization_energy,d_valence_electrons,P_valence_electrons,S_valence_electrons,Lattice_a,Lattice_c,YS,El
0.025,0.006,0.045,0,0.002,0,0,0,0,0.922,510,8,260,5,5,2.978,3.053,702.763,28.94,294.941,12.903,11.7979,1.6317,48.3902,3.01235,2529.288,119.316,13.851,73.047,27.365,80.032,121.313,0.34574,69.505,16.44743,1.49075,1.6317,225.012,4.22793,591.9369,0.506,0.972,1.955,174.4101913,174.4113388,179,5
0.0525,0.003,0.003,0.0005,0.005,0,0,0,0,0.936,0,0,0,0,5,3.044,3.011,702.289,27.439,295.6955,13.021,12.7617,1.626805,47.6631,2.73658,2531.383,117.961,13.221,69.573,26.325,77.6885,120.556,0.342435,69.703,16.75647,1.486355,1.626805,224.9465,4.228315,591.1526,0.098,1.041,1.997,170.3293017,170.3322392,76,13
0,0,0,0.0132,0,0,0.0074,0.0079,0.0452,0.9263,0,0,450,6,100000,3.0394,3.0679,702.1581,28.3898,289.8437,12.438,10.90469,1.599281,40.2765,2.933132,2495.8785,121.4726,13.7922,75.465,28.3749,77.5849,122.8643,0.347225,67.2464,16.616749,1.468725,1.599281,223.7549,4.188345,586.87864,0.2487,0.9263,2,177.2274861,177.2604214,410,10.5
0,0,0.046,0.0024,0,0.041,0,0,0,0.9106,0,0,0,0,100000,2.9926,3.087,720.854,29.5558,298.338,12.5126,11.129,1.61975,44.8954,3.059432,2549.0364,121.6848,14.1026,74.586,27.7284,80.2636,123.153,0.348166,67.2236,16.449148,1.476154,1.61975,223.6546,4.1933,588.81732,0.542,0.9106,1.954,176.1821572,176.2087067,384,8.7
0.025,0.006,0.045,0,0.002,0,0,0,0,0.922,510,8,155,7,5,2.978,3.053,702.763,28.94,294.941,12.903,11.7979,1.6317,48.3902,3.01235,2529.288,119.316,13.851,73.047,27.365,80.032,121.313,0.34574,69.505,16.44743,1.49075,1.6317,225.012,4.22793,591.9369,0.506,0.972,1.955,174.4101913,174.4113388,131,9
0.12,0,0.025,0,0,0,0,0,0,0.855,470,6,160,24,100000,3.095,3.025,761.105,28.045,301.095,13.07,15.4735,1.65205,55.747,2.8121,2565.795,117.835,13.52,68.74,26.574,80.48,120.075,0.33415,70.71,16.8992,1.5094,1.65205,225.24,4.26625,606.692,0.25,1.095,1.975,169.1314518,169.1314518,190,9
0,0,0.0525,0,0,0.0017,0,0,0.0031,0.9427,530,6,270,6,100000,2.9523,3.0573,685.8427,29.034,293.3656,12.8611,10.8421,1.62492,46.74402,3.046497,2521.1433,119.6494,13.8925,73.625,27.35145,79.5542,121.6996,0.349331,69.1649,16.346131,1.484848,1.62492,224.9225,4.21322,586.79102,0.5439,0.9427,1.9475,175.1318163,175.1346623,352,8
0.17,0.003,0.045,0.005,0.0005,0,0,0,0,0.7765,490,10,205,5,1,3.1195,3.0485,809.769,28.926,303.785,13.0095,17.482125,1.67153,61.4586,2.93168,2578.78,118.286,13.9295,69.107,27.1555,83.084,119.9285,0.32692,71.424,16.99285,1.527905,1.67153,225.1815,4.29464,622.0187,0.473,1.1165,1.955,169.3913567,169.3916521,278,0.8
0.029,0.005,0.0147,0.019,0.051,0,0.01,0,0,0.8713,0,0,0,0,100000,2.9543,3.0907,692.0235,30.2389,286.1479,12.6246,11.78316,1.617313,43.5634,3.053152,2441.9281,121.0009,14.4422,72.353,27.3752,77.4218,121.8977,0.339443,69.5132,16.73909,1.485426,1.617313,222.598,4.194975,607.4937,0.707,0.9293,1.9853,173.5194794,173.5538866,306,1
0.075,0.006,0.005,0.005,0.0005,0,0,0,0,0.9085,515,12,205,8,5,3.0645,3.0115,723.773,27.438,297.397,12.9795,13.665925,1.63304,49.7697,2.73194,2541.891,117.985,13.2305,69.315,26.4245,78.526,120.4715,0.33949,69.892,16.84641,1.491565,1.63304,225.0035,4.23933,595.9799,0.091,1.0585,1.995,169.9572581,169.9575525,269,3
0,0,0,0.045,0,0,0,0,0,0.955,525,1,180,8,10000,2.955,3,659.55,26.865,285.575,12.505,10.61,1.5965,41.065,2.65635,2454.695,119.215,12.955,68.875,25.595,74.605,121.9,0.3473,68.955,16.91915,1.4592,1.5965,223.605,4.16625,584.6135,0,0.955,2,169.5828472,169.5828472,150,6.5
0.07,0,0,0.0035,0,0,0,0,0,0.9265,0,0,0,0,10000,3.0665,3,712.745,27.0595,297.0425,13.0315,13.444,1.62925,49.1915,2.670705,2540.6685,117.6045,13.0665,68.3025,25.9825,77.5715,120.37,0.34069,69.9065,16.872745,1.48806,1.62925,225.0315,4.232375,592.59805,0,1.0665,2,168.7782738,168.7782738,71.81,2.99
0.005,0,0,0.006,0,0,0,0,0,0.989,530,8,170,10,5,2.999,3,663.71,26.987,292.34,12.939,10.8845,1.60965,43.195,2.69233,2512.331,118.127,12.999,69.735,25.947,75.934,121.07,0.34899,69.059,16.66827,1.46991,1.60965,224.824,4.198,579.4073,0,0.999,2,170.6540461,170.6540461,195,15
0,0,0,0.014,0.045,0,0.0014,0,0,0.9396,345,2.5,0,0,5,2.9424,3.0478,650.733,28.7576,283.2618,12.7884,10.53567,1.607208,40.4602,2.89154,2429.1,119.5812,13.7888,71.3558,26.6488,75.3254,121.4006,0.344646,69.463,16.651632,1.47484,1.607208,223.1276,4.18395,594.56484,0.4528,0.9396,2,172.490191,172.5169996,80,20
0.006,0,0,0.01,0,0,0,0,0,0.984,415,2.5,0,0,5,2.996,3,664.424,26.976,291.746,12.896,10.9158,1.60874,43.1136,2.68808,2506.996,118.228,12.996,69.612,25.9112,75.834,121.14,0.34862,69.068,16.69916,1.46922,1.60874,224.702,4.1955,580.2576,0,0.996,2,170.4992208,170.4992208,55,25
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,0,0,100000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,260,8
0.105,0,0,0.0035,0,0,0,0,0,0.8915,0,0,0,0,100000,3.1015,3,739.135,27.0945,299.3525,13.0665,14.8195,1.6394,52.3625,2.657755,2554.0035,117.3595,13.1015,67.4975,25.9895,78.4115,120.02,0.33614,70.3615,16.992095,1.49751,1.6394,225.1015,4.249875,599.91655,0,1.1015,2,167.7168066,167.7168066,255,1.2
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,0,0,10000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,75,8.4
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,0,0,175,10,1,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,117,3
0,0,0,0.09,0,0,0,0.003,0.007,0.9,0,0,0,0,10000,2.917,3.01,665.845,26.91,277.714,11.938,10.5534,1.58183,38.754,2.64693,2388.117,120.929,13.018,68.658,25.5735,73.461,123.073,0.34418,68.589,17.22248,1.4485,1.58183,222.061,4.1314,592.9678,0.038,0.9,2,169.2365271,169.2422867,227,12
0.095,0.006,0.03,0.01,0.01,0,0,0,0,0.849,0,0,0,0,5,3.045,3.046,747.148,28.729,296.414,12.885,14.4676,1.64497,52.8332,2.91837,2528.127,118.883,13.807,70.591,27.095,80.394,120.656,0.33539,70.411,16.81547,1.50457,1.64497,224.594,4.25088,608.2889,0.436,1.039,1.97,171.3510404,171.3568803,193,1
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,325,10,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,380,18
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,300,2,100000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,180,15
0,0,0,0.022,0.065,0,0,0,0.004,0.909,0,0,0,0,10000,2.917,3.069,646.524,29.476,277.768,12.669,10.44825,1.60576,39.087,2.98634,2380.95,120.326,14.131,72.432,27.121,75.104,121.577,0.34206,69.674,16.6512,1.47759,1.60576,222.271,4.178,602.8716,0.67,0.909,2,173.6998046,173.7395089,129,13.1
0.06,0.001,0.035,0.001,0.001,0,0,0,0,0.902,0,0,0,0,1,3.023,3.037,720.743,28.419,296.92,12.973,13.13625,1.63751,50.9477,2.90554,2540.666,118.614,13.648,70.874,26.846,79.737,120.817,0.34163,69.982,16.64722,1.49612,1.63751,225.062,4.23863,596.4972,0.366,1.022,1.965,171.8010246,171.8016071,124,2
0.029,0,0.0147,0.019,0.05,0,0,0.015,0,0.8723,401,1,120,18,10000,2.9453,3.0797,689.1385,29.6859,283.5569,12.5906,11.74751,1.615223,43.3879,2.989062,2427.5951,120.8969,14.2152,71.7,27.0532,76.4628,122.0367,0.338893,69.1762,16.82311,1.482836,1.615223,222.454,4.184675,606.2332,0.662,0.9303,1.9853,172.7551141,172.7923868,160,4.1
0,0,0.086,0,0,0,0.009,0,0.0045,0.9005,0,0,400,6,100000,2.9275,3.1085,709.942,30.839,295.8565,12.72,11.00175,1.63215,49.2385,3.294025,2537.647,121.3075,14.673,75.709,28.19575,81.891,122.513,0.348915,69.0165,16.237475,1.492415,1.63215,224.685,4.215875,593.2214,0.9005,0.9005,1.914,177.4534498,177.4603393,313,13.1
0.05,0.004,0.0125,0.005,0.002,0,0,0,0,0.9265,525,12,155,5,1,3.0305,3.0185,705.9945,27.6895,295.4305,12.948,12.68945,1.627585,48.0573,2.78446,2529.5865,118.3225,13.327,70.115,26.498,78.209,120.7835,0.342635,69.668,16.73269,1.48686,1.627585,224.899,4.227095,592.1421,0.169,1.0265,1.9875,170.9591097,170.9602804,200,1.5
0.029,0.005,0.0147,0.019,0.051,0,0.01,0,0,0.8713,0,0,0,0,100000,2.9543,3.0907,692.0235,30.2389,286.1479,12.6246,11.78316,1.617313,43.5634,3.053152,2441.9281,121.0009,14.4422,72.353,27.3752,77.4218,121.8977,0.339443,69.5132,16.73909,1.485426,1.617313,222.598,4.194975,607.4937,0.707,0.9293,1.9853,173.5194794,173.5538866,361,4.5
0.085,0.001,0.002,0.003,0.001,0,0,0,0,0.908,0,0,0,0,500,3.079,3.004,725.548,27.217,298.009,13.042,14.03885,1.63459,50.6517,2.68777,2545.914,117.602,13.143,68.269,26.107,78.163,120.244,0.33859,70.107,16.90461,1.49315,1.63459,225.05,4.24138,596.5013,0.036,1.078,1.998,168.692941,168.6935342,159,8
0.06,0.001,0.035,0.001,0.001,0,0,0,0,0.902,0,0,155,4,5,3.023,3.037,720.743,28.419,296.92,12.973,13.13625,1.63751,50.9477,2.90554,2540.666,118.614,13.648,70.874,26.846,79.737,120.817,0.34163,69.982,16.64722,1.49612,1.63751,225.062,4.23863,596.4972,0.366,1.022,1.965,171.8010246,171.8016071,131,2.5
0,0.0012,0,0.0466,0,0,0,0.0033,0.0072,0.9417,0,0,0,0,10000,2.9606,3.0117,667.7141,27.084,284.9327,12.4052,10.64601,1.595027,40.57134,2.69627,2450.5477,119.8312,13.0806,69.939,26.0429,74.9223,122.2365,0.346685,68.588,16.920149,1.459065,1.595027,223.4003,4.164591,586.27314,0.0465,0.9417,2,170.8274988,170.8334879,118,23.8
0.17,0.003,0.045,0.005,0.0005,0,0,0,0,0.7765,490,10,25,1,1,3.1195,3.0485,809.769,28.926,303.785,13.0095,17.482125,1.67153,61.4586,2.93168,2578.78,118.286,13.9295,69.107,27.1555,83.084,119.9285,0.32692,71.424,16.99285,1.527905,1.67153,225.1815,4.29464,622.0187,0.473,1.1165,1.955,169.3913567,169.3916521,250,0.8
0.065,0,0.013,0.02,0.068,0,0,0,0,0.834,0,0,0,0,100000,2.964,3.081,698.015,30.07,282.249,12.751,13.0166,1.62934,46.08,3.03985,2406.128,120.068,14.409,71.369,27.275,77.364,120.961,0.33342,70.719,16.81009,1.49931,1.62934,222.402,4.21395,618.7535,0.81,0.964,1.987,172.2700183,172.3095144,313,2.2
0.006,0,0,0.01,0,0,0,0,0.0028,0.9812,500,1,210,4,100000,2.9988,3.0028,666.0648,27.0264,291.5416,12.8792,10.9228,1.608572,42.9932,2.701436,2505.7136,118.3484,13.0296,69.9704,26.061,75.9572,121.1904,0.348536,69.0092,16.686812,1.469584,1.608572,224.6796,4.1962,580.6496,0.014,0.9932,2,170.9197162,170.9213252,280,3.5
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,0,0,225,1,1,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,90,5
0,0,0.063,0,0,0,0,0.002,0,0.935,0,0,0,0,10000,2.937,3.065,688.537,29.367,293.491,12.854,10.8555,1.62777,47.675,3.09494,2522.331,119.833,14.024,73.788,27.392,79.994,121.791,0.34923,69.262,16.3243,1.4871,1.62777,224.938,4.21385,588.0912,0.632,0.935,1.937,175.3068016,175.307894,112,8.9
0.07,0.0015,0.001,0.0035,0.001,0,0,0,0,0.923,0,0,225,1,1,3.0645,3.0035,714.247,27.178,296.9565,13.021,13.4476,1.62991,49.18255,2.68916,2539.6125,117.7125,13.1175,68.612,26.1055,77.7705,120.3985,0.34049,69.896,16.85928,1.488785,1.62991,225.0065,4.23362,593.3679,0.029,1.063,1.999,169.1441415,169.1447331,83,6
0.07,0.0015,0.001,0.0035,0.001,0,0,0,0,0.923,540,12,25,1,1,3.0645,3.0035,714.247,27.178,296.9565,13.021,13.4476,1.62991,49.18255,2.68916,2539.6125,117.7125,13.1175,68.612,26.1055,77.7705,120.3985,0.34049,69.896,16.85928,1.488785,1.62991,225.0065,4.23362,593.3679,0.029,1.063,1.999,169.1441415,169.1447331,138,3
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,0,0,10000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,85,11.4
0,0,0.0395,0.007,0,0,0.001,0,0,0.9525,520,1,170,6,100000,2.9545,3.0415,677.9125,28.5045,292.4085,12.835,10.78715,1.619075,45.6595,2.94428,2512.5855,119.3435,13.652,72.192,26.813,78.332,121.6285,0.349175,69.185,16.47517,1.47913,1.619075,224.752,4.203875,585.2407,0.397,0.9525,1.9605,173.485487,173.485987,521,6
0,0,0,0.008,0,0,0,0,0,0.992,345,2.5,0,0,5,2.992,3,659.92,26.976,291.68,12.912,10.684,1.6076,42.656,2.69224,2507.568,118.216,12.992,69.8,25.928,75.752,121.16,0.34952,68.992,16.66496,1.46808,1.6076,224.752,4.194,578.6824,0,0.992,2,170.7410962,170.7410962,40,25
0,0,0.0525,0,0,0.0017,0,0,0.0031,0.9427,530,6,250,10,100000,2.9523,3.0573,685.8427,29.034,293.3656,12.8611,10.8421,1.62492,46.74402,3.046497,2521.1433,119.6494,13.8925,73.625,27.35145,79.5542,121.6996,0.349331,69.1649,16.346131,1.484848,1.62492,224.9225,4.21322,586.79102,0.5439,0.9427,1.9475,175.1318163,175.1346623,282,17
0.0014,0,0.0044,0.034,0,0,0.0023,0.0108,0.005,0.9421,0,0,0,0,100000,2.9703,3.0248,677.7789,27.4938,288.0783,12.4599,10.79057,1.597838,41.50524,2.72966,2476.5524,120.1572,13.2463,70.0581,26.10708,75.3243,122.4578,0.346805,68.1757,16.910728,1.460609,1.597838,223.5027,4.165565,585.351,0.0844,0.9449,1.9956,170.9650546,170.9751421,380,2.5
0.001,0.0015,0.046,0.0025,0,0,0,0,0,0.949,525,16,155,20,1,2.9525,3.0475,681.596,28.739,293.0565,12.874,10.84475,1.62321,46.39215,2.99292,2518.2995,119.3595,13.7525,72.886,27.0737,79.0315,121.5625,0.34917,69.258,16.40254,1.482805,1.62321,224.9305,4.21122,586.0107,0.469,0.951,1.954,174.286793,174.286793,250,7
0.12,0,0.025,0,0,0,0,0,0,0.855,470,6,0,0,100000,3.095,3.025,761.105,28.045,301.095,13.07,15.4735,1.65205,55.747,2.8121,2565.795,117.835,13.52,68.74,26.574,80.48,120.075,0.33415,70.71,16.8992,1.5094,1.65205,225.24,4.26625,606.692,0.25,1.095,1.975,169.1314518,169.1314518,130,12
0,0,0,0.0331,0,0,0,0.0023,0.0051,0.9595,0,0,0,0,10000,2.972,3.0074,664.6839,27.0339,287.2237,12.5823,10.65874,1.599189,41.2999,2.692864,2470.0796,119.2648,13.0465,69.8345,25.98185,75.1546,121.8665,0.3477,68.7264,16.834111,1.462098,1.599189,223.8618,4.174265,583.54321,0.0278,0.9595,2,170.7308742,170.7350979,198,20
0,0,0,0.03,0,0,0.0025,0.0012,0.025,0.9413,500,1,325,4,100000,2.9975,3.0312,678.3947,27.5416,286.9725,12.4855,10.73461,1.5985,40.6,2.799986,2469.7782,120.1842,13.3471,72.4473,27.0886,76.1997,122.2438,0.347341,68.2629,16.73257,1.465101,1.5985,223.7553,4.180735,585.97982,0.1312,0.9413,2,173.7720072,173.7880454,487,7.4
0.0525,0,0.0112,0.0055,0,0,0,0,0,0.9308,450,6,180,12,10000,3.0358,3.0112,704.29,27.4504,295.6359,12.9696,12.77801,1.626823,48.36,2.745352,2531.6246,118.0834,13.2262,69.327,26.2074,77.8063,120.7082,0.342733,69.7442,16.77305,1.485991,1.626823,224.9345,4.224925,591.141,0.112,1.0358,1.9888,170.0257122,170.0257122,213,9.8
0,0,0.044,0.015,0,0,0,0,0,0.941,493,2,193,15,10000,2.941,3.044,678.55,28.583,290.833,12.747,10.7712,1.61826,45.655,2.96089,2499.457,119.593,13.689,72.265,26.833,78.351,121.784,0.34866,69.249,16.50185,1.47872,1.61826,224.535,4.19975,587.1965,0.44,0.941,1.956,173.5523349,173.5523349,245.73,9
0.0014,0,0.0044,0.034,0,0,0.0023,0.0108,0.005,0.9421,0,0,0,0,100000,2.9703,3.0248,677.7789,27.4938,288.0783,12.4599,10.79057,1.597838,41.50524,2.72966,2476.5524,120.1572,13.2463,70.0581,26.10708,75.3243,122.4578,0.346805,68.1757,16.910728,1.460609,1.597838,223.5027,4.165565,585.351,0.0844,0.9449,1.9956,170.9650546,170.9751421,300,5
0.003,0.001,0.04,0.015,0.002,0,0,0,0,0.939,0,0,200,8,1,2.946,3.043,679.51,28.543,290.709,12.751,10.8763,1.61827,45.5135,2.94879,2497.546,119.55,13.674,72.173,26.8356,78.249,121.723,0.34805,69.269,16.52361,1.47896,1.61827,224.483,4.20078,587.9917,0.426,0.945,1.96,173.4399418,173.4410958,207,0.5
0.05,0.004,0.0125,0.005,0.002,0,0,0,0,0.9265,0,0,155,8,1,3.0305,3.0185,705.9945,27.6895,295.4305,12.948,12.68945,1.627585,48.0573,2.78446,2529.5865,118.3225,13.327,70.115,26.498,78.209,120.7835,0.342635,69.668,16.73269,1.48686,1.627585,224.899,4.227095,592.1421,0.169,1.0265,1.9875,170.9591097,170.9602804,159,1.5
0.01,0,0,0.006,0,0,0,0,0,0.984,530,8,170,10,5,3.004,3,667.48,26.992,292.67,12.944,11.081,1.6111,43.648,2.69048,2514.236,118.092,13.004,69.62,25.948,76.054,121.02,0.34834,69.124,16.68532,1.47126,1.6111,224.834,4.2005,580.4528,0,1.004,2,170.5044807,170.5044807,295,13
0.006,0,0,0.01,0,0,0,0.0015,0.0028,0.9797,0,0,0,0,100000,2.9988,3.0043,667.3863,27.0534,291.5791,12.8642,10.93075,1.608197,42.9557,2.701856,2506.1801,118.4474,13.0416,69.9764,26.0655,75.9287,121.2639,0.348431,68.9222,16.699337,1.469179,1.608197,224.6331,4.194775,580.73,0.0155,0.9917,2,170.9243313,170.9267805,300,31
0.1081,0,0.0027,0.0056,0,0.0015,0,0,0,0.8821,0,0,282,4,100000,3.1013,3.0042,744.1109,27.2227,299.4275,13.0276,14.95534,1.640347,52.70246,2.674173,2553.4518,117.5544,13.1592,67.6047,26.05762,78.6446,120.1192,0.335539,70.3409,17.005723,1.498374,1.640347,224.9961,4.249925,601.47589,0.03,1.0983,1.9973,167.8269732,167.8279929,233.61,10.6
0.07,0.001,0.0005,0.0005,0.0005,0,0,0,0,0.9275,0,0,0,0,5,3.0685,3.002,713.7455,27.135,297.508,13.058,13.452575,1.630535,49.3092,2.684135,2544.513,117.587,13.098,68.5675,26.085,77.7875,120.327,0.340755,69.8995,16.844195,1.489185,1.630535,225.113,4.23543,592.54755,0.016,1.0675,1.9995,169.0978153,169.0981112,110,7
0.001,0.0015,0.046,0.0025,0,0,0,0,0,0.949,525,16,0,0,5,2.9525,3.0475,681.596,28.739,293.0565,12.874,10.84475,1.62321,46.39215,2.99292,2518.2995,119.3595,13.7525,72.886,27.0737,79.0315,121.5625,0.34917,69.258,16.40254,1.482805,1.62321,224.9305,4.21122,586.0107,0.469,0.951,1.954,174.286793,174.286793,347,11
0.065,0,0.013,0.02,0.068,0,0,0,0,0.834,0,0,0,0,100000,2.964,3.081,698.015,30.07,282.249,12.751,13.0166,1.62934,46.08,3.03985,2406.128,120.068,14.409,71.369,27.275,77.364,120.961,0.33342,70.719,16.81009,1.49931,1.62934,222.402,4.21395,618.7535,0.81,0.964,1.987,172.2700183,172.3095144,370,2.3
0,0,0,0.022,0.065,0,0,0,0.004,0.909,470,3,160,6,10000,2.917,3.069,646.524,29.476,277.768,12.669,10.44825,1.60576,39.087,2.98634,2380.95,120.326,14.131,72.432,27.121,75.104,121.577,0.34206,69.674,16.6512,1.47759,1.60576,222.271,4.178,602.8716,0.67,0.909,2,173.6998046,173.7395089,250,29
0.01,0,0,0.006,0,0,0,0,0,0.984,530,8,170,8,5,3.004,3,667.48,26.992,292.67,12.944,11.081,1.6111,43.648,2.69048,2514.236,118.092,13.004,69.62,25.948,76.054,121.02,0.34834,69.124,16.68532,1.47126,1.6111,224.834,4.2005,580.4528,0,1.004,2,170.5044807,170.5044807,215,12
0.07,0.001,0.0005,0.0005,0.0005,0,0,0,0,0.9275,0,0,540,10,1,3.0685,3.002,713.7455,27.135,297.508,13.058,13.452575,1.630535,49.3092,2.684135,2544.513,117.587,13.098,68.5675,26.085,77.7875,120.327,0.340755,69.8995,16.844195,1.489185,1.630535,225.113,4.23543,592.54755,0.016,1.0675,1.9995,169.0978153,169.0981112,62,9
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,0,0,10000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,106.8,6.84
0.07,0.0015,0.001,0.0035,0.001,0,0,0,0,0.923,540,10,0,0,5,3.0645,3.0035,714.247,27.178,296.9565,13.021,13.4476,1.62991,49.18255,2.68916,2539.6125,117.7125,13.1175,68.612,26.1055,77.7705,120.3985,0.34049,69.896,16.85928,1.488785,1.62991,225.0065,4.23362,593.3679,0.029,1.063,1.999,169.1441415,169.1447331,207,10
0.0015,0.0015,0.08,0.06,0,0,0,0,0.005,0.852,0,0,0,0,1,2.8665,3.0865,698.778,29.915,283.475,12.144,10.8401,1.615665,46.29995,3.17365,2435.4945,122.0415,14.2995,74.117,27.5718,79.657,123.1715,0.345165,69.306,16.61402,1.47931,1.615665,223.109,4.178095,601.7445,0.834,0.855,1.92,175.5565854,175.5593826,200,1
0.001,0.001,0.001,0.07,0,0,0,0,0,0.927,0,0,0,0,1,2.93,3.002,661.357,26.857,281.577,12.224,10.6047,1.5898,40.1283,2.64316,2419.736,119.948,12.959,68.428,25.4482,74.012,122.412,0.3456,68.93,17.08468,1.45392,1.5898,222.836,4.14898,589.18,0.016,0.929,1.999,169.0036727,169.0036727,124,9
0.12,0.006,0.01,0.01,0.002,0,0,0,0,0.852,515,8,0,0,5,3.098,3.018,759.418,27.71,299.316,12.958,15.4309,1.6461,53.9422,2.7484,2549.688,117.976,13.376,68.512,26.524,79.762,120.178,0.33314,70.52,17.00808,1.5042,1.6461,224.892,4.25918,607.5244,0.156,1.092,1.99,168.8598864,168.8610716,296,0.5
0,0,0.044,0.015,0,0,0,0,0,0.941,0,0,0,0,10000,2.941,3.044,678.55,28.583,290.833,12.747,10.7712,1.61826,45.655,2.96089,2499.457,119.593,13.689,72.265,26.833,78.351,121.784,0.34866,69.249,16.50185,1.47872,1.61826,224.535,4.19975,587.1965,0.44,0.941,1.956,173.5523349,173.5523349,175,8
0.05,0.002,0.0125,0.005,0.002,0,0,0,0,0.9285,525,12,245,8,1,3.0305,3.0165,704.2385,27.6315,295.3225,12.958,12.68325,1.627145,48.1119,2.77412,2528.9025,118.2465,13.303,69.833,26.386,78.021,120.7615,0.342755,69.706,16.74235,1.48652,1.627145,224.891,4.225635,591.7783,0.157,1.0285,1.9875,170.6268373,170.6280103,200,5
0.01,0.006,0.1,0.0025,0.006,0,0,0,0,0.8755,0,0,315,3,1,2.9015,3.112,713.843,31.1045,293.2275,12.7465,11.3165,1.64271,50.8767,3.377535,2515.9175,121.0695,14.7815,76.7815,28.6175,83.0905,122.122,0.34659,69.6855,16.143775,1.50226,1.64271,224.7805,4.231905,599.75715,1.096,0.8955,1.9,178.6272955,178.6306568,138,1
0,0,0,0.014,0,0,0,0,0,0.986,345,2.5,0,0,5,2.986,3,659.86,26.958,290.69,12.846,10.672,1.6058,42.398,2.68642,2498.994,118.378,12.986,69.65,25.874,75.566,121.28,0.34916,68.986,16.70618,1.46664,1.6058,224.566,4.1895,579.6442,0,0.986,2,170.5538063,170.5538063,55,24
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,540,10,155,10,5,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,296,5
0.029,0.005,0.0147,0.019,0.051,0,0.01,0,0,0.8713,0,0,0,0,100000,2.9543,3.0907,692.0235,30.2389,286.1479,12.6246,11.78316,1.617313,43.5634,3.053152,2441.9281,121.0009,14.4422,72.353,27.3752,77.4218,121.8977,0.339443,69.5132,16.73909,1.485426,1.617313,222.598,4.194975,607.4937,0.707,0.9293,1.9853,173.5194794,173.5538866,347,4
